date,hub,hour,position,dart,pnl
2026-07-25,HB_NORTH,18,1,-2.18,-2.18
2026-07-25,HB_NORTH,19,1,4.92,4.92
2026-07-25,HB_NORTH,20,1,6.95,6.95
2026-07-25,HB_NORTH,21,1,-1.95,-1.95
2026-07-25,HB_NORTH,22,-1,1.73,-1.73
2026-07-25,HB_NORTH,23,-1,4.65,-4.65
2026-07-25,HB_SOUTH,0,1,2.04,2.04
2026-07-25,HB_SOUTH,3,1,0.71,0.71
2026-07-25,HB_SOUTH,10,1,5.65,5.65
2026-07-25,HB_SOUTH,11,1,9.07,9.07
2026-07-25,HB_SOUTH,12,1,8.72,8.72
2026-07-25,HB_SOUTH,14,1,10.61,10.61
2026-07-25,HB_SOUTH,15,1,9.86,9.86
2026-07-25,HB_SOUTH,16,1,6.86,6.86
2026-07-25,HB_SOUTH,18,-1,4.05,-4.05
2026-07-25,HB_SOUTH,19,1,5.05,5.05
2026-07-25,HB_SOUTH,20,1,6.59,6.59
2026-07-25,HB_SOUTH,21,1,-1.23,-1.23
2026-07-25,HB_SOUTH,22,-1,1.68,-1.68
2026-07-25,HB_SOUTH,23,-1,4.78,-4.78
2026-07-25,HB_WEST,0,1,2.48,2.48
2026-07-25,HB_WEST,3,1,0.85,0.85
2026-07-25,HB_WEST,4,1,-0.03,-0.03
2026-07-25,HB_WEST,5,1,-0.02,-0.02
2026-07-25,HB_WEST,6,1,-0.18,-0.18
2026-07-25,HB_WEST,8,-1,2.31,-2.31
2026-07-25,HB_WEST,9,-1,1.39,-1.39
2026-07-25,HB_WEST,11,1,15.23,15.23
2026-07-25,HB_WEST,13,1,8.9,8.9
2026-07-25,HB_WEST,16,1,-1.94,-1.94
2026-07-25,HB_WEST,17,1,-6.12,-6.12
2026-07-25,HB_WEST,18,1,-2.51,-2.51
2026-07-25,HB_WEST,19,1,6.28,6.28
2026-07-25,HB_WEST,20,1,7.4,7.4
2026-07-25,HB_WEST,21,1,-1.12,-1.12
2026-07-25,HB_WEST,22,-1,2.05,-2.05
2026-07-25,HB_WEST,23,-1,4.93,-4.93
2026-07-26,HB_HOUSTON,1,-1,2.31,-2.31
2026-07-26,HB_HOUSTON,3,1,0.91,0.91
2026-07-26,HB_HOUSTON,11,1,6.83,6.83
2026-07-26,HB_HOUSTON,13,1,3.15,3.15
2026-07-26,HB_HOUSTON,14,1,4.97,4.97
2026-07-26,HB_HOUSTON,17,1,-1.02,-1.02
2026-07-26,HB_HOUSTON,19,1,4.19,4.19
2026-07-26,HB_HOUSTON,20,1,5.91,5.91
2026-07-26,HB_HOUSTON,21,1,5.61,5.61
2026-07-26,HB_HOUSTON,22,-1,7.07,-7.07
2026-07-26,HB_HOUSTON,23,-1,5.79,-5.79
2026-07-26,HB_NORTH,1,-1,2.21,-2.21
2026-07-26,HB_NORTH,3,1,0.79,0.79
2026-07-26,HB_NORTH,4,1,0.66,0.66
2026-07-26,HB_NORTH,6,1,-0.32,-0.32
2026-07-26,HB_NORTH,11,1,-1.16,-1.16
2026-07-26,HB_NORTH,12,1,-0.89,-0.89
2026-07-26,HB_NORTH,13,1,-0.3,-0.3
2026-07-26,HB_NORTH,14,1,-0.84,-0.84
2026-07-26,HB_NORTH,15,1,-3.72,-3.72
2026-07-26,HB_NORTH,16,1,-5.65,-5.65
2026-07-26,HB_NORTH,17,1,-6.3,-6.3
2026-07-26,HB_NORTH,18,1,0.72,0.72
2026-07-26,HB_NORTH,19,1,3.58,3.58
2026-07-26,HB_NORTH,20,1,4.56,4.56
2026-07-26,HB_NORTH,21,1,5.07,5.07
2026-07-26,HB_NORTH,22,-1,6.96,-6.96
2026-07-26,HB_NORTH,23,-1,5.74,-5.74
2026-07-26,HB_SOUTH,11,1,2.43,2.43
2026-07-26,HB_SOUTH,12,1,4.5,4.5
2026-07-26,HB_SOUTH,15,-1,7.79,-7.79
2026-07-26,HB_SOUTH,16,-1,6.21,-6.21
2026-07-26,HB_SOUTH,17,-1,7.97,-7.97
2026-07-26,HB_SOUTH,18,-1,14.23,-14.23
2026-07-26,HB_SOUTH,19,1,5.73,5.73
2026-07-26,HB_SOUTH,20,1,6.75,6.75
2026-07-26,HB_SOUTH,21,1,6.03,6.03
2026-07-26,HB_SOUTH,22,-1,6.98,-6.98
2026-07-26,HB_SOUTH,23,-1,5.66,-5.66
2026-07-26,HB_WEST,3,1,1.27,1.27
2026-07-26,HB_WEST,11,1,-3.11,-3.11
2026-07-26,HB_WEST,12,1,-1.81,-1.81
2026-07-26,HB_WEST,13,1,-1.22,-1.22
2026-07-26,HB_WEST,14,1,-2.5,-2.5
2026-07-26,HB_WEST,15,1,-4.87,-4.87
2026-07-26,HB_WEST,16,1,-7.78,-7.78
2026-07-26,HB_WEST,17,1,-9.16,-9.16
2026-07-26,HB_WEST,18,1,-4.1,-4.1
2026-07-26,HB_WEST,19,1,3.25,3.25
2026-07-26,HB_WEST,20,1,4.96,4.96
2026-07-26,HB_WEST,21,1,5.46,5.46
2026-07-26,HB_WEST,22,-1,7.14,-7.14
2026-07-26,HB_WEST,23,-1,6.04,-6.04
2026-07-27,HB_HOUSTON,1,-1,4.37,-4.37
2026-07-27,HB_HOUSTON,3,1,3.74,3.74
2026-07-27,HB_HOUSTON,11,1,8.09,8.09
2026-07-27,HB_HOUSTON,13,1,13.1,13.1
2026-07-27,HB_HOUSTON,14,1,3.74,3.74
2026-07-27,HB_HOUSTON,17,1,-1.62,-1.62
2026-07-27,HB_HOUSTON,19,1,18.98,18.98
2026-07-27,HB_HOUSTON,20,1,24.25,24.25
2026-07-27,HB_HOUSTON,21,1,15.62,15.62
2026-07-27,HB_HOUSTON,22,-1,12.01,-12.01
2026-07-27,HB_HOUSTON,23,-1,5.51,-5.51
2026-07-27,HB_NORTH,1,-1,4.3,-4.3
2026-07-27,HB_NORTH,3,1,3.67,3.67
2026-07-27,HB_NORTH,10,1,1.86,1.86
2026-07-27,HB_NORTH,11,1,-0.75,-0.75
2026-07-27,HB_NORTH,12,1,1.23,1.23
2026-07-27,HB_NORTH,13,1,-0.3,-0.3
2026-07-27,HB_NORTH,14,1,-0.27,-0.27
2026-07-27,HB_NORTH,15,1,-15.88,-15.88
2026-07-27,HB_NORTH,16,1,-6.98,-6.98
2026-07-27,HB_NORTH,17,1,-2.12,-2.12
2026-07-27,HB_NORTH,18,1,0.05,0.05
2026-07-27,HB_NORTH,19,1,20.2,20.2
2026-07-27,HB_NORTH,20,1,26.35,26.35
2026-07-27,HB_NORTH,21,1,15.95,15.95
2026-07-27,HB_NORTH,22,-1,12.15,-12.15
2026-07-27,HB_NORTH,23,-1,5.6,-5.6
2026-07-27,HB_SOUTH,10,1,7.53,7.53
2026-07-27,HB_SOUTH,11,1,4.58,4.58
2026-07-27,HB_SOUTH,12,1,7.14,7.14
2026-07-27,HB_SOUTH,16,-1,11.82,-11.82
2026-07-27,HB_SOUTH,17,-1,10.17,-10.17
2026-07-27,HB_SOUTH,18,-1,14.95,-14.95
2026-07-27,HB_SOUTH,19,1,15.48,15.48
2026-07-27,HB_SOUTH,20,1,21.66,21.66
2026-07-27,HB_SOUTH,21,1,15.38,15.38
2026-07-27,HB_SOUTH,22,-1,11.58,-11.58
2026-07-27,HB_SOUTH,23,-1,5.14,-5.14
2026-07-27,HB_WEST,0,1,4.57,4.57
2026-07-27,HB_WEST,3,1,3.92,3.92
2026-07-27,HB_WEST,5,-1,1.58,-1.58
2026-07-27,HB_WEST,10,1,-2.97,-2.97
2026-07-27,HB_WEST,11,1,-2.25,-2.25
2026-07-27,HB_WEST,12,1,-0.28,-0.28
2026-07-27,HB_WEST,13,1,1.75,1.75
2026-07-27,HB_WEST,14,1,3.61,3.61
2026-07-27,HB_WEST,15,1,-4.11,-4.11
2026-07-27,HB_WEST,16,1,0.14,0.14
2026-07-27,HB_WEST,17,1,1.62,1.62
2026-07-27,HB_WEST,18,1,4.63,4.63
2026-07-27,HB_WEST,19,1,22.51,22.51
2026-07-27,HB_WEST,20,1,26.61,26.61
2026-07-27,HB_WEST,21,1,16.55,16.55
2026-07-27,HB_WEST,22,-1,11.83,-11.83
2026-07-27,HB_WEST,23,-1,5.62,-5.62
2026-07-28,HB_HOUSTON,3,1,2.07,2.07
2026-07-28,HB_HOUSTON,4,1,2.8,2.8
2026-07-28,HB_HOUSTON,10,1,-5.16,-5.16
2026-07-28,HB_HOUSTON,11,1,1.36,1.36
2026-07-28,HB_HOUSTON,12,1,-8.09,-8.09
2026-07-28,HB_HOUSTON,13,1,-6.22,-6.22
2026-07-28,HB_HOUSTON,14,1,-1.31,-1.31
2026-07-28,HB_HOUSTON,15,1,-3.3,-3.3
2026-07-28,HB_HOUSTON,16,1,0.34,0.34
2026-07-28,HB_HOUSTON,17,1,3.1,3.1
2026-07-28,HB_HOUSTON,18,1,5.31,5.31
2026-07-28,HB_HOUSTON,19,1,7.75,7.75
2026-07-28,HB_HOUSTON,20,1,12.99,12.99
2026-07-28,HB_HOUSTON,21,1,10.61,10.61
2026-07-28,HB_HOUSTON,22,-1,9.82,-9.82
2026-07-28,HB_HOUSTON,23,-1,1.75,-1.75
2026-07-28,HB_NORTH,3,1,2.07,2.07
2026-07-28,HB_NORTH,4,1,2.75,2.75
2026-07-28,HB_NORTH,5,1,0.15,0.15
2026-07-28,HB_NORTH,6,1,-2.34,-2.34
2026-07-28,HB_NORTH,10,1,-5.39,-5.39
2026-07-28,HB_NORTH,11,1,-0.79,-0.79
2026-07-28,HB_NORTH,12,1,-1.58,-1.58
2026-07-28,HB_NORTH,13,1,0.71,0.71
2026-07-28,HB_NORTH,14,1,-10.46,-10.46
2026-07-28,HB_NORTH,15,1,-16.67,-16.67
2026-07-28,HB_NORTH,16,1,-20.12,-20.12
2026-07-28,HB_NORTH,17,1,-15.54,-15.54
2026-07-28,HB_NORTH,18,1,-12.61,-12.61
2026-07-28,HB_NORTH,19,1,7.57,7.57
2026-07-28,HB_NORTH,20,1,12.96,12.96
2026-07-28,HB_NORTH,21,1,10.8,10.8
2026-07-28,HB_NORTH,22,-1,10.2,-10.2
2026-07-28,HB_NORTH,23,-1,1.95,-1.95
2026-07-28,HB_SOUTH,0,1,1.22,1.22
2026-07-28,HB_SOUTH,3,1,1.95,1.95
2026-07-28,HB_SOUTH,9,1,-1.17,-1.17
2026-07-28,HB_SOUTH,10,1,-0.88,-0.88
2026-07-28,HB_SOUTH,11,1,3.25,3.25
2026-07-28,HB_SOUTH,12,1,6.28,6.28
2026-07-28,HB_SOUTH,17,-1,2.57,-2.57
2026-07-28,HB_SOUTH,18,-1,-5.12,5.12
2026-07-28,HB_SOUTH,19,1,4.17,4.17
2026-07-28,HB_SOUTH,20,1,10.85,10.85
2026-07-28,HB_SOUTH,21,1,10.19,10.19
2026-07-28,HB_SOUTH,22,-1,8.57,-8.57
2026-07-28,HB_SOUTH,23,-1,1.05,-1.05
2026-07-28,HB_WEST,0,1,1.16,1.16
2026-07-28,HB_WEST,3,1,2.26,2.26
2026-07-28,HB_WEST,9,-1,-3.08,3.08
2026-07-28,HB_WEST,10,1,-4.87,-4.87
2026-07-28,HB_WEST,11,1,1.2,1.2
2026-07-28,HB_WEST,12,1,1.85,1.85
2026-07-28,HB_WEST,13,1,3.73,3.73
2026-07-28,HB_WEST,14,1,-2.88,-2.88
2026-07-28,HB_WEST,15,1,-7.57,-7.57
2026-07-28,HB_WEST,16,1,-12.16,-12.16
2026-07-28,HB_WEST,17,1,-15.3,-15.3
2026-07-28,HB_WEST,18,1,-19.8,-19.8
2026-07-28,HB_WEST,19,1,7.08,7.08
2026-07-28,HB_WEST,20,1,12.15,12.15
2026-07-28,HB_WEST,21,1,11.94,11.94
2026-07-28,HB_WEST,22,-1,10.57,-10.57
2026-07-28,HB_WEST,23,-1,2.27,-2.27
2026-07-29,HB_HOUSTON,1,-1,0.68,-0.68
2026-07-29,HB_HOUSTON,3,1,0.68,0.68
2026-07-29,HB_HOUSTON,10,1,0.87,0.87
2026-07-29,HB_HOUSTON,11,1,1.82,1.82
2026-07-29,HB_HOUSTON,12,1,-5.71,-5.71
2026-07-29,HB_HOUSTON,13,1,-2.96,-2.96
2026-07-29,HB_HOUSTON,14,1,-9.77,-9.77
2026-07-29,HB_HOUSTON,15,1,-8.67,-8.67
2026-07-29,HB_HOUSTON,16,1,-9.23,-9.23
2026-07-29,HB_HOUSTON,17,1,-7.27,-7.27
2026-07-29,HB_HOUSTON,18,1,0.32,0.32
2026-07-29,HB_HOUSTON,19,1,14.12,14.12
2026-07-29,HB_HOUSTON,20,1,22.54,22.54
2026-07-29,HB_HOUSTON,21,1,24.18,24.18
2026-07-29,HB_HOUSTON,22,-1,11.89,-11.89
2026-07-29,HB_NORTH,1,-1,0.76,-0.76
2026-07-29,HB_NORTH,3,1,0.7,0.7
2026-07-29,HB_NORTH,4,1,-0.61,-0.61
2026-07-29,HB_NORTH,5,1,-5.41,-5.41
2026-07-29,HB_NORTH,6,1,-6.14,-6.14
2026-07-29,HB_NORTH,7,1,-4.56,-4.56
2026-07-29,HB_NORTH,10,1,1.44,1.44
2026-07-29,HB_NORTH,11,1,2.37,2.37
2026-07-29,HB_NORTH,12,1,-1.83,-1.83
2026-07-29,HB_NORTH,13,1,4.33,4.33
2026-07-29,HB_NORTH,14,1,-1.08,-1.08
2026-07-29,HB_NORTH,15,1,-1.14,-1.14
2026-07-29,HB_NORTH,16,1,-8.27,-8.27
2026-07-29,HB_NORTH,17,1,-9.7,-9.7
2026-07-29,HB_NORTH,18,1,-4.09,-4.09
2026-07-29,HB_NORTH,19,1,15.73,15.73
2026-07-29,HB_NORTH,20,1,25.01,25.01
2026-07-29,HB_NORTH,21,1,25.11,25.11
2026-07-29,HB_NORTH,22,-1,12.38,-12.38
2026-07-29,HB_SOUTH,11,1,4.93,4.93
2026-07-29,HB_SOUTH,13,-1,5.64,-5.64
2026-07-29,HB_SOUTH,14,-1,3.95,-3.95
2026-07-29,HB_SOUTH,16,-1,2.83,-2.83
2026-07-29,HB_SOUTH,17,-1,2.69,-2.69
2026-07-29,HB_SOUTH,18,-1,2.43,-2.43
2026-07-29,HB_SOUTH,19,1,10.89,10.89
2026-07-29,HB_SOUTH,20,1,18.72,18.72
2026-07-29,HB_SOUTH,21,1,22.1,22.1
2026-07-29,HB_SOUTH,22,-1,10.47,-10.47
2026-07-29,HB_WEST,0,1,1.83,1.83
2026-07-29,HB_WEST,10,1,1.53,1.53
2026-07-29,HB_WEST,11,1,2.72,2.72
2026-07-29,HB_WEST,12,1,-0.52,-0.52
2026-07-29,HB_WEST,13,1,4.46,4.46
2026-07-29,HB_WEST,14,1,-0.62,-0.62
2026-07-29,HB_WEST,16,1,-13.77,-13.77
2026-07-29,HB_WEST,17,1,-19.07,-19.07
2026-07-29,HB_WEST,18,1,-16.22,-16.22
2026-07-29,HB_WEST,19,1,14.3,14.3
2026-07-29,HB_WEST,20,1,25.56,25.56
2026-07-29,HB_WEST,21,1,26.34,26.34
2026-07-29,HB_WEST,22,-1,12.95,-12.95
2026-07-30,HB_HOUSTON,0,1,3.11,3.11
2026-07-30,HB_HOUSTON,3,1,-0.58,-0.58
2026-07-30,HB_HOUSTON,4,1,-1.56,-1.56
2026-07-30,HB_HOUSTON,10,1,4.88,4.88
2026-07-30,HB_HOUSTON,11,1,6.59,6.59
2026-07-30,HB_HOUSTON,12,1,2.25,2.25
2026-07-30,HB_HOUSTON,13,1,5.49,5.49
2026-07-30,HB_HOUSTON,14,1,-10.27,-10.27
2026-07-30,HB_HOUSTON,15,1,-3.7,-3.7
2026-07-30,HB_HOUSTON,16,1,-1.2,-1.2
2026-07-30,HB_HOUSTON,17,1,0.79,0.79
2026-07-30,HB_HOUSTON,18,1,-2.19,-2.19
2026-07-30,HB_HOUSTON,19,1,13.43,13.43
2026-07-30,HB_HOUSTON,20,1,20.88,20.88
2026-07-30,HB_HOUSTON,21,1,27.82,27.82
2026-07-30,HB_HOUSTON,22,-1,15.84,-15.84
2026-07-30,HB_NORTH,3,1,-0.7,-0.7
2026-07-30,HB_NORTH,4,1,-1.64,-1.64
2026-07-30,HB_NORTH,10,1,4.45,4.45
2026-07-30,HB_NORTH,11,1,9.03,9.03
2026-07-30,HB_NORTH,12,1,6.86,6.86
2026-07-30,HB_NORTH,13,1,11.43,11.43
2026-07-30,HB_NORTH,14,1,12.35,12.35
2026-07-30,HB_NORTH,16,1,16.26,16.26
2026-07-30,HB_NORTH,17,1,14.78,14.78
2026-07-30,HB_NORTH,18,1,9.72,9.72
2026-07-30,HB_NORTH,19,1,13.14,13.14
2026-07-30,HB_NORTH,20,1,22.61,22.61
2026-07-30,HB_NORTH,21,1,28.14,28.14
2026-07-30,HB_NORTH,22,-1,16.09,-16.09
2026-07-30,HB_SOUTH,0,1,2.98,2.98
2026-07-30,HB_SOUTH,3,1,-0.59,-0.59
2026-07-30,HB_SOUTH,11,1,6.13,6.13
2026-07-30,HB_SOUTH,12,1,3.5,3.5
2026-07-30,HB_SOUTH,18,-1,12.39,-12.39
2026-07-30,HB_SOUTH,19,1,13.25,13.25
2026-07-30,HB_SOUTH,20,1,18.16,18.16
2026-07-30,HB_SOUTH,21,1,27.07,27.07
2026-07-30,HB_SOUTH,22,-1,15.04,-15.04
2026-07-30,HB_WEST,0,1,3.34,3.34
2026-07-30,HB_WEST,3,1,-0.32,-0.32
2026-07-30,HB_WEST,9,-1,1.07,-1.07
2026-07-30,HB_WEST,11,1,7.73,7.73
2026-07-30,HB_WEST,12,1,6.65,6.65
2026-07-30,HB_WEST,13,1,9.13,9.13
2026-07-30,HB_WEST,16,1,13.7,13.7
2026-07-30,HB_WEST,17,1,13.28,13.28
2026-07-30,HB_WEST,19,1,12.16,12.16
2026-07-30,HB_WEST,20,1,23.03,23.03
2026-07-30,HB_WEST,21,1,29.11,29.11
2026-07-30,HB_WEST,22,-1,16.14,-16.14
2026-07-30,HB_WEST,23,1,6.19,6.19
2026-07-31,HB_HOUSTON,0,1,3.62,3.62
2026-07-31,HB_HOUSTON,2,1,1.15,1.15
2026-07-31,HB_HOUSTON,3,1,2.07,2.07
2026-07-31,HB_HOUSTON,4,1,1.87,1.87
2026-07-31,HB_HOUSTON,10,1,1.98,1.98
2026-07-31,HB_HOUSTON,11,1,-4.48,-4.48
2026-07-31,HB_HOUSTON,12,1,-4.06,-4.06
2026-07-31,HB_HOUSTON,13,1,4.8,4.8
2026-07-31,HB_HOUSTON,14,1,-1.37,-1.37
2026-07-31,HB_HOUSTON,15,1,1.55,1.55
2026-07-31,HB_HOUSTON,16,1,6.65,6.65
2026-07-31,HB_HOUSTON,17,1,8.4,8.4
2026-07-31,HB_HOUSTON,18,1,15.59,15.59
2026-07-31,HB_HOUSTON,19,1,39.27,39.27
2026-07-31,HB_HOUSTON,20,1,34.21,34.21
2026-07-31,HB_HOUSTON,21,1,53.47,53.47
2026-07-31,HB_HOUSTON,22,-1,40.69,-40.69
2026-07-31,HB_NORTH,0,1,1.5,1.5
2026-07-31,HB_NORTH,2,1,-1.03,-1.03
2026-07-31,HB_NORTH,3,1,-0.13,-0.13
2026-07-31,HB_NORTH,4,1,0.26,0.26
2026-07-31,HB_NORTH,10,1,4.77,4.77
2026-07-31,HB_NORTH,11,1,6.51,6.51
2026-07-31,HB_NORTH,12,1,6.96,6.96
2026-07-31,HB_NORTH,13,1,9.37,9.37
2026-07-31,HB_NORTH,14,1,7.59,7.59
2026-07-31,HB_NORTH,15,1,0.88,0.88
2026-07-31,HB_NORTH,16,1,-5.16,-5.16
2026-07-31,HB_NORTH,17,1,-2.77,-2.77
2026-07-31,HB_NORTH,18,1,8.2,8.2
2026-07-31,HB_NORTH,19,1,34.81,34.81
2026-07-31,HB_NORTH,20,1,39.89,39.89
2026-07-31,HB_NORTH,21,1,59.62,59.62
2026-07-31,HB_NORTH,22,-1,42.63,-42.63
2026-07-31,HB_SOUTH,0,1,2.82,2.82
2026-07-31,HB_SOUTH,2,1,0.5,0.5
2026-07-31,HB_SOUTH,3,1,1.37,1.37
2026-07-31,HB_SOUTH,10,1,0.42,0.42
2026-07-31,HB_SOUTH,11,1,4.14,4.14
2026-07-31,HB_SOUTH,12,1,5.82,5.82
2026-07-31,HB_SOUTH,19,1,20.03,20.03
2026-07-31,HB_SOUTH,20,1,20.68,20.68
2026-07-31,HB_SOUTH,21,1,46.86,46.86
2026-07-31,HB_SOUTH,22,-1,37.36,-37.36
2026-07-31,HB_WEST,0,1,-1.81,-1.81
2026-07-31,HB_WEST,1,1,-3.62,-3.62
2026-07-31,HB_WEST,2,1,-4.37,-4.37
2026-07-31,HB_WEST,3,1,-3.68,-3.68
2026-07-31,HB_WEST,5,-1,-1.27,1.27
2026-07-31,HB_WEST,9,-1,-0.89,0.89
2026-07-31,HB_WEST,10,1,2.44,2.44
2026-07-31,HB_WEST,11,1,5.39,5.39
2026-07-31,HB_WEST,12,1,6.34,6.34
2026-07-31,HB_WEST,13,1,7.85,7.85
2026-07-31,HB_WEST,14,1,3.7,3.7
2026-07-31,HB_WEST,15,1,-8.25,-8.25
2026-07-31,HB_WEST,19,1,19.77,19.77
2026-07-31,HB_WEST,20,1,34.27,34.27
2026-07-31,HB_WEST,21,1,62.93,62.93
2026-07-31,HB_WEST,22,-1,41.12,-41.12
2026-07-31,HB_WEST,23,1,15.44,15.44
2026-08-01,HB_HOUSTON,0,1,3.57,3.57
2026-08-01,HB_HOUSTON,2,1,3.76,3.76
2026-08-01,HB_HOUSTON,3,1,2.36,2.36
2026-08-01,HB_HOUSTON,4,1,-0.96,-0.96
2026-08-01,HB_HOUSTON,10,1,-2.18,-2.18
2026-08-01,HB_HOUSTON,11,1,-1.57,-1.57
2026-08-01,HB_HOUSTON,12,1,0.53,0.53
2026-08-01,HB_HOUSTON,13,1,3.6,3.6
2026-08-01,HB_HOUSTON,14,1,4.41,4.41
2026-08-01,HB_HOUSTON,15,1,9.57,9.57
2026-08-01,HB_HOUSTON,16,1,12.91,12.91
2026-08-01,HB_HOUSTON,17,1,14.08,14.08
2026-08-01,HB_HOUSTON,18,1,13.91,13.91
2026-08-01,HB_HOUSTON,19,1,28.19,28.19
2026-08-01,HB_HOUSTON,20,1,9.77,9.77
2026-08-01,HB_HOUSTON,21,1,27.38,27.38
2026-08-01,HB_HOUSTON,22,-1,39.25,-39.25
2026-08-01,HB_HOUSTON,23,1,14.36,14.36
2026-08-01,HB_NORTH,0,1,3.58,3.58
2026-08-01,HB_NORTH,2,1,3.31,3.31
2026-08-01,HB_NORTH,3,1,1.73,1.73
2026-08-01,HB_NORTH,4,1,-0.89,-0.89
2026-08-01,HB_NORTH,10,1,-0.06,-0.06
2026-08-01,HB_NORTH,11,1,-2.11,-2.11
2026-08-01,HB_NORTH,12,1,0.51,0.51
2026-08-01,HB_NORTH,13,1,3.39,3.39
2026-08-01,HB_NORTH,14,1,4.22,4.22
2026-08-01,HB_NORTH,15,1,4.46,4.46
2026-08-01,HB_NORTH,16,1,5.92,5.92
2026-08-01,HB_NORTH,17,1,8.3,8.3
2026-08-01,HB_NORTH,18,1,14.63,14.63
2026-08-01,HB_NORTH,19,1,30.85,30.85
2026-08-01,HB_NORTH,20,1,13.23,13.23
2026-08-01,HB_NORTH,21,1,29.67,29.67
2026-08-01,HB_NORTH,22,-1,42.37,-42.37
2026-08-01,HB_NORTH,23,1,18.74,18.74
2026-08-01,HB_SOUTH,0,1,3.22,3.22
2026-08-01,HB_SOUTH,3,1,2.93,2.93
2026-08-01,HB_SOUTH,10,1,-3.82,-3.82
2026-08-01,HB_SOUTH,11,1,-3.58,-3.58
2026-08-01,HB_SOUTH,12,1,5.82,5.82
2026-08-01,HB_SOUTH,19,1,26.12,26.12
2026-08-01,HB_SOUTH,20,1,7.98,7.98
2026-08-01,HB_SOUTH,21,1,25.39,25.39
2026-08-01,HB_SOUTH,22,-1,36.58,-36.58
2026-08-01,HB_WEST,0,1,4.35,4.35
2026-08-01,HB_WEST,5,-1,-2.9,2.9
2026-08-01,HB_WEST,9,-1,-7.58,7.58
2026-08-01,HB_WEST,10,1,-5.52,-5.52
2026-08-01,HB_WEST,11,1,-3.32,-3.32
2026-08-01,HB_WEST,12,1,1.03,1.03
2026-08-01,HB_WEST,13,1,4.87,4.87
2026-08-01,HB_WEST,14,1,6.39,6.39
2026-08-01,HB_WEST,16,1,9.49,9.49
2026-08-01,HB_WEST,19,1,33.82,33.82
2026-08-01,HB_WEST,20,1,18.52,18.52
2026-08-01,HB_WEST,21,1,35.35,35.35
2026-08-01,HB_WEST,22,-1,44.73,-44.73
2026-08-01,HB_WEST,23,1,14.67,14.67
2026-08-02,HB_HOUSTON,0,1,4.98,4.98
2026-08-02,HB_HOUSTON,2,1,3.03,3.03
2026-08-02,HB_HOUSTON,3,1,2.89,2.89
2026-08-02,HB_HOUSTON,4,1,1.38,1.38
2026-08-02,HB_HOUSTON,10,1,-5.83,-5.83
2026-08-02,HB_HOUSTON,11,1,0.47,0.47
2026-08-02,HB_HOUSTON,12,1,-5.16,-5.16
2026-08-02,HB_HOUSTON,13,1,-0.65,-0.65
2026-08-02,HB_HOUSTON,15,1,12.17,12.17
2026-08-02,HB_HOUSTON,16,1,8.16,8.16
2026-08-02,HB_HOUSTON,17,1,10.58,10.58
2026-08-02,HB_HOUSTON,18,1,16.14,16.14
2026-08-02,HB_HOUSTON,19,1,36.4,36.4
2026-08-02,HB_HOUSTON,20,1,42.27,42.27
2026-08-02,HB_HOUSTON,21,1,26.64,26.64
2026-08-02,HB_HOUSTON,22,1,12.09,12.09
2026-08-02,HB_HOUSTON,23,1,7.07,7.07
2026-08-02,HB_NORTH,0,1,6.77,6.77
2026-08-02,HB_NORTH,2,1,5.57,5.57
2026-08-02,HB_NORTH,3,1,6.12,6.12
2026-08-02,HB_NORTH,4,1,5.4,5.4
2026-08-02,HB_NORTH,10,1,2.78,2.78
2026-08-02,HB_NORTH,11,1,5.7,5.7
2026-08-02,HB_NORTH,12,1,5.21,5.21
2026-08-02,HB_NORTH,13,1,5.59,5.59
2026-08-02,HB_NORTH,14,1,5.04,5.04
2026-08-02,HB_NORTH,16,1,10.47,10.47
2026-08-02,HB_NORTH,17,1,7.45,7.45
2026-08-02,HB_NORTH,18,1,5.48,5.48
2026-08-02,HB_NORTH,19,1,33.67,33.67
2026-08-02,HB_NORTH,20,1,42.99,42.99
2026-08-02,HB_NORTH,21,1,26.27,26.27
2026-08-02,HB_NORTH,22,1,11.25,11.25
2026-08-02,HB_NORTH,23,1,6.49,6.49
2026-08-02,HB_SOUTH,0,1,2.99,2.99
2026-08-02,HB_SOUTH,3,1,-0.12,-0.12
2026-08-02,HB_SOUTH,10,1,-4.14,-4.14
2026-08-02,HB_SOUTH,11,1,0.66,0.66
2026-08-02,HB_SOUTH,12,1,5.83,5.83
2026-08-02,HB_SOUTH,15,1,19.75,19.75
2026-08-02,HB_SOUTH,19,1,34.92,34.92
2026-08-02,HB_SOUTH,20,1,42.92,42.92
2026-08-02,HB_SOUTH,21,1,26.78,26.78
2026-08-02,HB_SOUTH,23,1,7.79,7.79
2026-08-02,HB_WEST,0,1,4.52,4.52
2026-08-02,HB_WEST,5,-1,-3.83,3.83
2026-08-02,HB_WEST,6,-1,4.48,-4.48
2026-08-02,HB_WEST,7,-1,-3.85,3.85
2026-08-02,HB_WEST,9,-1,-0.8,0.8
2026-08-02,HB_WEST,10,1,0.29,0.29
2026-08-02,HB_WEST,11,1,3.17,3.17
2026-08-02,HB_WEST,12,1,4.78,4.78
2026-08-02,HB_WEST,13,1,5.7,5.7
2026-08-02,HB_WEST,14,1,5.27,5.27
2026-08-02,HB_WEST,16,-1,16.15,-16.15
2026-08-02,HB_WEST,17,-1,10.56,-10.56
2026-08-02,HB_WEST,19,1,32.59,32.59
